Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Replicons,CDS,Neighbors,Release Date,Genes
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","2014-VREF-114","SAMN06463381","PRJNA358851",0.032787,33.3547,"p114-6:NZ_CP019976.1/CP019976.1",14,0,"2017-03-14T00:00:00Z",27
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","2014-VREF-268","SAMN06472830","PRJNA358851",0.243818,35.3296,"p268-1:NZ_CP019993.1/CP019993.1",216,0,"2017-03-15T00:00:00Z",256
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","2014-VREF-268","SAMN06472830","PRJNA358851",0.099829,33.6365,"p268-2:NZ_CP019994.1/CP019994.1",103,0,"2017-03-15T00:00:00Z",115
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","2014-VREF-268","SAMN06472830","PRJNA358851",0.058211,35.7939,"p268-3:NZ_CP019995.1/CP019995.1",62,0,"2017-03-15T00:00:00Z",81
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","2014-VREF-63","SAMN06472829","PRJNA358851",0.287502,35.2015,"p63-1:NZ_CP019989.1/CP019989.1",266,0,"2017-03-15T00:00:00Z",312
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","2014-VREF-63","SAMN06472829","PRJNA358851",0.025791,35.1169,"p63-2:NZ_CP019990.1/CP019990.1",28,0,"2017-03-15T00:00:00Z",35
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","2014-VREF-63","SAMN06472829","PRJNA358851",0.018099,34.1234,"p63-3:NZ_CP019991.1/CP019991.1",27,0,"2017-03-15T00:00:00Z",27
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_aus00233","SAMEA4067785","PRJEB14733",0.197153,35.4055,"2:NZ_LT598664.1/LT598664.1",183,0,"2016-07-22T00:00:00Z",224
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_aus00233","SAMEA4067785","PRJEB14733",0.079293,33.781,"3:NZ_LT598665.1/LT598665.1",92,0,"2016-07-22T00:00:00Z",96
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_aus00233","SAMEA4067785","PRJEB14733",0.077977,35.2091,"4:NZ_LT598666.1/LT598666.1",79,0,"2016-07-22T00:00:00Z",88
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_aus00233","SAMEA4067785","PRJEB14733",0.02208,35.6159,"5:NZ_LT598667.1/LT598667.1",25,0,"2016-07-22T00:00:00Z",31
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_aus00233","SAMEA4067785","PRJEB14733",0.007837,33.4822,"6:NZ_LT598668.1/LT598668.1",8,0,"2016-07-22T00:00:00Z",9
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_DMG1500501","SAMEA4357170","PRJEB13012",0.225599,35.3743,"2:NZ_LT603679.1/LT603679.1",159,0,"2016-07-28T00:00:00Z",253
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_DMG1500501","SAMEA4357170","PRJEB13012",0.054641,35.6692,"3:NZ_LT603680.1/LT603680.1",46,0,"2016-07-28T00:00:00Z",58
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_DMG1500501","SAMEA4357170","PRJEB13012",0.05064,35.8649,"4:NZ_LT603681.1/LT603681.1",54,0,"2016-07-28T00:00:00Z",70
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Ef_DMG1500501","SAMEA4357170","PRJEB13012",0.037041,32.6098,"5:NZ_LT603682.1/LT603682.1",39,0,"2016-07-28T00:00:00Z",41
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_1","SAMN03988632","PRJNA292786",0.044226,35.452,"ISMMS_VRE_p2:NZ_CP012431.1/CP012431.1",49,0,"2016-09-08T00:00:00Z",58
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_1","SAMN03988632","PRJNA292786",0.057543,35.7315,"ISMMS_VRE_p1:NZ_CP012432.1/CP012432.1",60,0,"2016-09-08T00:00:00Z",63
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_1","SAMN03988632","PRJNA292786",0.000886,31.2641,"ISMMS_VRE_p5:NZ_CP012433.1/CP012433.1",1,0,"2016-09-08T00:00:00Z",2
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_1","SAMN03988632","PRJNA292786",0.013123,30.7094,"ISMMS_VRE_p4:NZ_CP012434.1/CP012434.1",13,0,"2016-09-08T00:00:00Z",14
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_1","SAMN03988632","PRJNA292786",0.013136,30.7095,"ISMMS_VRE_p3:NZ_CP012435.1/CP012435.1",14,0,"2016-09-08T00:00:00Z",15
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_7","SAMN03988624","PRJNA292801",0.200151,35.2064,"ISMMS_VRE7_p1:NZ_CP012461.1/CP012461.1",178,0,"2016-09-08T00:00:00Z",213
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_7","SAMN03988624","PRJNA292801",0.077567,33.7785,"ISMMS_VRE7_p2:NZ_CP012462.1/CP012462.1",79,0,"2016-09-08T00:00:00Z",86
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_7","SAMN03988624","PRJNA292801",0.054805,35.6318,"ISMMS_VRE7_p3:NZ_CP012463.1/CP012463.1",57,0,"2016-09-08T00:00:00Z",60
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_7","SAMN03988624","PRJNA292801",0.038586,35.8809,"ISMMS_VRE7_p4:NZ_CP012464.1/CP012464.1",37,0,"2016-09-08T00:00:00Z",44
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_11","SAMN03988630","PRJNA292807",0.202822,35.51,"ISMMS_VRE11_p1:NZ_CP016164.1/CP016164.1",180,0,"2017-04-17T00:00:00Z",210
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_11","SAMN03988630","PRJNA292807",0.058308,36.3089,"ISMMS_VRE11_p2:NZ_CP016165.1/CP016165.1",52,0,"2017-04-17T00:00:00Z",61
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_11","SAMN03988630","PRJNA292807",0.048256,34.9615,"ISMMS_VRE11_p3:NZ_CP016166.1/CP016166.1",53,0,"2017-04-17T00:00:00Z",59
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_11","SAMN03988630","PRJNA292807",0.002125,29.7882,"ISMMS_VRE11_p4:NZ_CP016167.1/CP016167.1",2,0,"2017-04-17T00:00:00Z",2
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_11","SAMN03988630","PRJNA292807",0.004796,30.0667,"ISMMS_VRE11_p5:NZ_CP016168.1/CP016168.1",3,0,"2017-04-17T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_11","SAMN03988630","PRJNA292807",0.000832,35.9375,"ISMMS_VRE11_p6:NZ_CP016169.1/CP016169.1",1,0,"2017-04-17T00:00:00Z",2
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_2","SAMN03988550","PRJNA292790",0.196671,35.2889,"ISMMS_VRE2_p1:NZ_CP012437.1/CP012437.1",179,0,"2017-04-17T00:00:00Z",201
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_2","SAMN03988550","PRJNA292790",0.074986,33.785,"ISMMS_VRE2_p3:NZ_CP012438.1/CP012438.1",81,0,"2017-04-17T00:00:00Z",86
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_2","SAMN03988550","PRJNA292790",0.081463,36.7111,"ISMMS_VRE2_p2:NZ_CP012439.1/CP012439.1",73,0,"2017-04-17T00:00:00Z",90
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_3","SAMN03988555","PRJNA292791",0.201621,35.1863,"ISMMS_VRE3_p1:NZ_CP012441.1/CP012441.1",182,0,"2017-04-17T00:00:00Z",217
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_3","SAMN03988555","PRJNA292791",0.071508,33.3935,"ISMMS_VRE3_p2:NZ_CP012442.1/CP012442.1",80,0,"2017-04-17T00:00:00Z",82
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_3","SAMN03988555","PRJNA292791",0.057676,35.6561,"ISMMS_VRE3_p3:NZ_CP012443.1/CP012443.1",60,0,"2017-04-17T00:00:00Z",62
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_3","SAMN03988555","PRJNA292791",0.033769,35.6362,"ISMMS_VRE3_p4:NZ_CP012444.1/CP012444.1",33,0,"2017-04-17T00:00:00Z",36
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_3","SAMN03988555","PRJNA292791",0.01214,30.7414,"ISMMS_VRE3_p5:NZ_CP012445.1/CP012445.1",10,0,"2017-04-17T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_3","SAMN03988555","PRJNA292791",0.013149,30.6867,"ISMMS_VRE3_p6:NZ_CP012446.1/CP012446.1",15,0,"2017-04-17T00:00:00Z",16
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_4","SAMN03988559","PRJNA292795",0.172088,35.0896,"ISMMS_VRE4_p2:NZ_CP012448.1/CP012448.1",159,0,"2017-04-17T00:00:00Z",183
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_4","SAMN03988559","PRJNA292795",0.056685,35.5738,"ISMMS_VRE4_p3:NZ_CP012449.1/CP012449.1",55,0,"2017-04-17T00:00:00Z",64
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_4","SAMN03988559","PRJNA292795",0.006777,39.3389,"ISMMS_VRE4_p1:NZ_CP012450.1/CP012450.1",2,0,"2017-04-17T00:00:00Z",7
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_4","SAMN03988559","PRJNA292795",0.039395,35.8599,"ISMMS_VRE4_p4:NZ_CP012451.1/CP012451.1",37,0,"2017-04-17T00:00:00Z",45
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_4","SAMN03988559","PRJNA292795",0.00525,32.6667,"ISMMS_VRE4_p5:NZ_CP012452.1/CP012452.1",2,0,"2017-04-17T00:00:00Z",4
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_4","SAMN03988559","PRJNA292795",0.009312,30.7453,"ISMMS_VRE4_p6:NZ_CP012453.1/CP012453.1",9,0,"2017-04-17T00:00:00Z",11
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_5","SAMN03988560","PRJNA292797",0.204986,35.2614,"ISMMS_VRE5_p1:NZ_CP012455.1/CP012455.1",187,0,"2017-04-17T00:00:00Z",221
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_5","SAMN03988560","PRJNA292797",0.054823,35.6329,"ISMMS_VRE5_p3:NZ_CP012456.1/CP012456.1",58,0,"2017-04-17T00:00:00Z",60
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_5","SAMN03988560","PRJNA292797",0.010028,38.1432,"ISMMS_VRE5_p4:NZ_CP012457.1/CP012457.1",1,0,"2017-04-17T00:00:00Z",9
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_5","SAMN03988560","PRJNA292797",0.04072,35.9799,"ISMMS_VRE5_p2:NZ_CP012458.1/CP012458.1",38,0,"2017-04-17T00:00:00Z",46
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_5","SAMN03988560","PRJNA292797",0.031916,33.6947,"ISMMS_VRE5_p5:NZ_CP012459.1/CP012459.1",17,0,"2017-04-17T00:00:00Z",35
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_8","SAMN03988626","PRJNA292803",0.105869,34.2215,"ISMMS_VRE8_p3:NZ_CP012466.1/CP012466.1",104,0,"2016-09-08T00:00:00Z",118
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_8","SAMN03988626","PRJNA292803",0.202319,35.5691,"ISMMS_VRE8_p1:NZ_CP012467.1/CP012467.1",176,0,"2016-09-08T00:00:00Z",206
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_8","SAMN03988626","PRJNA292803",0.084196,35.5338,"ISMMS_VRE8_p2:NZ_CP012468.1/CP012468.1",90,0,"2016-09-08T00:00:00Z",97
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_8","SAMN03988626","PRJNA292803",0.049239,35.5267,"ISMMS_VRE8_p4:NZ_CP012469.1/CP012469.1",52,0,"2016-09-08T00:00:00Z",52
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_8","SAMN03988626","PRJNA292803",0.003048,34.416,"ISMMS_VRE8_p5:NZ_CP012470.1/CP012470.1",1,0,"2016-09-08T00:00:00Z",2
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_10","SAMN03988629","PRJNA292806",0.21512,35.39,"ISMMS_VRE10_p1:NZ_CP012472.1/CP012472.1",201,0,"2017-04-17T00:00:00Z",250
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_10","SAMN03988629","PRJNA292806",0.078475,34.035,"ISMMS_VRE10_p2:NZ_CP012473.1/CP012473.1",83,0,"2017-04-17T00:00:00Z",92
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","ISMMS_VRE_10","SAMN03988629","PRJNA292806",0.040433,36.0473,"ISMMS_VRE10_p3:NZ_CP012474.1/CP012474.1",35,0,"2017-04-17T00:00:00Z",49
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","K60-39","SAMN07638053","PRJNA407052",0.195692,35.2058,"pTT39_p1:NZ_CP023424.1/CP023424.1",171,0,"2017-09-23T00:00:00Z",199
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","K60-39","SAMN07638053","PRJNA407052",0.086216,35.795,"pTT39_p2:NZ_CP023425.1/CP023425.1",87,0,"2017-09-23T00:00:00Z",91
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","K60-39","SAMN07638053","PRJNA407052",0.040017,35.3975,"pTT39_p3:NZ_CP023426.1/CP023426.1",44,0,"2017-09-23T00:00:00Z",52
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","K60-39","SAMN07638053","PRJNA407052",0.010105,30.7274,"pTT39_p4:NZ_CP023427.1/CP023427.1",9,0,"2017-09-23T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","A_020709_82","SAMN06006823","PRJNA344739",0.222278,35.6594,"unnamed1:NZ_CP018129.1/CP018129.1",194,0,"2017-10-07T00:00:00Z",214
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","A_020709_82","SAMN06006823","PRJNA344739",0.071104,34.0276,"unnamed2:NZ_CP018130.1/CP018130.1",77,0,"2017-10-07T00:00:00Z",81
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","A_020709_82","SAMN06006823","PRJNA344739",0.023736,34.829,"unnamed3:NZ_CP018131.1/CP018131.1",27,0,"2017-10-07T00:00:00Z",35
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","A_020709_82","SAMN06006823","PRJNA344739",0.004137,36.3307,"unnamed4:NZ_CP018132.1/CP018132.1",5,0,"2017-10-07T00:00:00Z",5
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E240","SAMN05933399","PRJNA349966",0.169793,35.1864,"unnamed1:NZ_CP017793.1/CP017793.1",156,0,"2017-11-08T00:00:00Z",182
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E240","SAMN05933399","PRJNA349966",0.054822,35.6335,"unnamed2:NZ_CP017794.1/CP017794.1",59,0,"2017-11-08T00:00:00Z",60
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E240","SAMN05933399","PRJNA349966",0.036019,36.0421,"unnamed3:NZ_CP017795.1/CP017795.1",39,0,"2017-11-08T00:00:00Z",45
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E240","SAMN05933399","PRJNA349966",0.010382,31.2175,"unnamed4:NZ_CP017796.1/CP017796.1",11,0,"2017-11-08T00:00:00Z",11
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E243","SAMN05933400","PRJNA349966",0.171477,35.2129,"unnamed1:NZ_CP017798.1/CP017798.1",156,0,"2017-11-09T00:00:00Z",184
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E243","SAMN05933400","PRJNA349966",0.054822,35.6335,"unnamed2:NZ_CP017799.1/CP017799.1",59,0,"2017-11-09T00:00:00Z",60
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E243","SAMN05933400","PRJNA349966",0.036019,36.0421,"unnamed3:NZ_CP017800.1/CP017800.1",39,0,"2017-11-09T00:00:00Z",45
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E243","SAMN05933400","PRJNA349966",0.010382,31.2175,"unnamed4:NZ_CP017801.1/CP017801.1",11,0,"2017-11-09T00:00:00Z",11
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E232","SAMN05933398","PRJNA349966",0.169793,35.1864,"unnamed1:NZ_CP017788.1/CP017788.1",156,0,"2017-11-22T00:00:00Z",182
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E232","SAMN05933398","PRJNA349966",0.054822,35.6335,"unnamed2:NZ_CP017789.1/CP017789.1",59,0,"2017-11-22T00:00:00Z",60
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E232","SAMN05933398","PRJNA349966",0.036019,36.0421,"unnamed3:NZ_CP017790.1/CP017790.1",39,0,"2017-11-22T00:00:00Z",45
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","E232","SAMN05933398","PRJNA349966",0.010382,31.2175,"unnamed4:NZ_CP017791.1/CP017791.1",11,0,"2017-11-22T00:00:00Z",11
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","LS170308","SAMN08102921","PRJNA419997",0.056373,35.297,"unnamed:NZ_CP025078.1/CP025078.1",51,0,"2017-12-13T00:00:00Z",63
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","SC4","SAMN08174306","PRJNA422315",0.25312,35.5017,"p1:NZ_CP025426.1/CP025426.1",226,0,"2018-01-10T00:00:00Z",274
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","SC4","SAMN08174306","PRJNA422315",0.142988,34.0315,"p2:NZ_CP025427.1/CP025427.1",169,0,"2018-01-10T00:00:00Z",180
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER03933.3A","SAMN07679728","PRJNA407447",0.199876,35.3059,"pER93933.3A.1:NZ_CP023781.1/CP023781.1",187,0,"2018-01-10T00:00:00Z",214
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER03933.3A","SAMN07679728","PRJNA407447",0.010647,32.9107,"pER93933.3A.3:NZ_CP023782.1/CP023782.1",12,0,"2018-01-10T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER03933.3A","SAMN07679728","PRJNA407447",0.004374,36.877,"pER93933.3A.4:NZ_CP023783.1/CP023783.1",6,0,"2018-01-10T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04120.3A","SAMN07679729","PRJNA407447",0.199876,35.3059,"pER04120.3A.1:NZ_CP023785.1/CP023785.1",187,0,"2018-01-11T00:00:00Z",214
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04120.3A","SAMN07679729","PRJNA407447",0.040911,35.8143,"pER04120.3A.2:NZ_CP023786.1/CP023786.1",40,0,"2018-01-11T00:00:00Z",48
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04120.3A","SAMN07679729","PRJNA407447",0.010647,32.9107,"pER04120.3A.3:NZ_CP023787.1/CP023787.1",12,0,"2018-01-11T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04120.3A","SAMN07679729","PRJNA407447",0.004374,36.877,"pER04120.3A.4:NZ_CP023788.1/CP023788.1",6,0,"2018-01-11T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04484.3A","SAMN07679731","PRJNA407447",0.202553,35.3078,"pER04484.3A.1:NZ_CP023795.1/CP023795.1",189,0,"2018-01-10T00:00:00Z",216
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04484.3A","SAMN07679731","PRJNA407447",0.040911,35.8143,"pER04484.3A.2:NZ_CP023796.1/CP023796.1",40,0,"2018-01-10T00:00:00Z",48
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04484.3A","SAMN07679731","PRJNA407447",0.010647,32.9107,"pER04484.3A.3:NZ_CP023797.1/CP023797.1",12,0,"2018-01-10T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04484.3A","SAMN07679731","PRJNA407447",0.004375,36.8686,"pER04484.3A.4:NZ_CP023798.1/CP023798.1",6,0,"2018-01-10T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04462.3A","SAMN07679730","PRJNA407447",0.199068,35.292,"pER04462.3A.1:NZ_CP023790.1/CP023790.1",186,0,"2018-01-11T00:00:00Z",213
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04462.3A","SAMN07679730","PRJNA407447",0.040911,35.8143,"pER04462.3A.2:NZ_CP023791.1/CP023791.1",40,0,"2018-01-11T00:00:00Z",48
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04462.3A","SAMN07679730","PRJNA407447",0.010647,32.9107,"pER04462.3A.3:NZ_CP023792.1/CP023792.1",12,0,"2018-01-11T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04462.3A","SAMN07679730","PRJNA407447",0.004374,36.877,"pER04462.3A.4:NZ_CP023793.1/CP023793.1",6,0,"2018-01-11T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04619.3A","SAMN07679734","PRJNA407447",0.201207,35.3114,"pER04619.3A.1:NZ_CP023805.1/CP023805.1",188,0,"2018-01-11T00:00:00Z",215
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04619.3A","SAMN07679734","PRJNA407447",0.010647,32.9107,"pER04619.3A.3:NZ_CP023806.1/CP023806.1",12,0,"2018-01-11T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04619.3A","SAMN07679734","PRJNA407447",0.004374,36.877,"pER04619.3A.4:NZ_CP023807.1/CP023807.1",6,0,"2018-01-11T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.5A","SAMN07679733","PRJNA407447",0.20254,35.3155,"pER04526.5A.1:NZ_CP023800.1/CP023800.1",189,0,"2018-01-11T00:00:00Z",216
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.5A","SAMN07679733","PRJNA407447",0.040911,35.8143,"pER04526.5A.2:NZ_CP023801.1/CP023801.1",40,0,"2018-01-11T00:00:00Z",48
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.5A","SAMN07679733","PRJNA407447",0.010647,32.9107,"pER04526.5A.3:NZ_CP023802.1/CP023802.1",12,0,"2018-01-11T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.5A","SAMN07679733","PRJNA407447",0.004374,36.877,"pER04526.5A.4:NZ_CP023803.1/CP023803.1",6,0,"2018-01-11T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.3A","SAMN07679732","PRJNA407447",0.202553,35.3078,"pER04562.3A.1:NZ_CP023809.1/CP023809.1",188,0,"2018-01-11T00:00:00Z",216
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.3A","SAMN07679732","PRJNA407447",0.010647,32.9107,"pER04562.3A.3:NZ_CP023810.1/CP023810.1",12,0,"2018-01-11T00:00:00Z",12
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.3A","SAMN07679732","PRJNA407447",0.004374,36.8999,"pER04562.3A.4:NZ_CP023811.1/CP023811.1",6,0,"2018-01-11T00:00:00Z",6
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","Efaecium_ER04526.3A","SAMN07679732","PRJNA407447",0.081514,35.8123,"pER04562.3A.5:NZ_CP023812.1/CP023812.1",77,0,"2018-01-11T00:00:00Z",90
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","AALTL","SAMN06252387","PRJNA363045",0.035515,36.0777,"pEFA-790c:NZ_CP025755.1/CP025755.1",36,0,"2018-01-20T00:00:00Z",43
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","AALTL","SAMN06252387","PRJNA363045",0.258454,35.2852,"pEFA-99d7:NZ_CP025756.1/CP025756.1",247,0,"2018-01-20T00:00:00Z",283
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_323","SAMN06173336","PRJNA231221",0.159454,36.3515,"unnamed:NZ_CP027401.1/CP027401.1",137,0,"2018-03-14T00:00:00Z",164
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","13-022","SAMN08149825","PRJNA421655",0.012948,32.4606,"unnamed1:NZ_CP025393.1/CP025393.1",15,0,"2018-03-16T00:00:00Z",15
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","13-009","SAMN08149822","PRJNA421655",0.056983,34.9613,"unnamed1:NZ_CP025390.1/CP025390.1",60,0,"2018-03-16T00:00:00Z",77
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","13-009","SAMN08149822","PRJNA421655",0.011888,37.2308,"p_vanA:NZ_CP025391.1/CP025391.1",12,0,"2018-03-16T00:00:00Z",13
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","AUSMDU00004167","SAMN08628413","PRJNA433676",0.207001,35.2187,"unnamed1:NZ_CP027498.1/CP027498.1",187,0,"2018-03-29T00:00:00Z",218
"Enterococcus faecium","Bacteria;Terrabacteria group;Firmicutes","AUSMDU00004167","SAMN08628413","PRJNA433676",0.063221,35.901,"unnamed2:NZ_CP027499.1/CP027499.1",69,0,"2018-03-29T00:00:00Z",70
