Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date,Genes
"Camellia mairei","Eukaryota;Plants;Land Plants","","","PRJNA400966",0.156963,37.3196,"plastid","NC_035688.1/KY406767.1",87,"2017-08-31T00:00:00Z",132
"Camellia mingii","Eukaryota;Plants;Land Plants","","","PRJNA624394",0.156806,37.3404,"plastid","NC_046699.1/MK473913.1",87,"2020-04-10T00:00:00Z",132
"Camellia nitidissima","Eukaryota;Plants;Land Plants","","","PRJNA496135",0.157247,37.3126,"chloroplast","NC_039645.1/MH382827.1",87,"2018-11-06T00:00:00Z",134
"Camellia oleifera","Eukaryota;Plants;Land Plants","","","PRJNA232192",0.156971,37.3088,"plastid","NC_023084.1/JQ975031.1",87,"2013-12-20T00:00:00Z",136
"Camellia petelotii","Eukaryota;Plants;Land Plants","","","PRJNA257620",0.157121,37.2904,"chloroplast","NC_024661.1/KJ806276.1",87,"2014-08-06T00:00:00Z",135
"Camellia pitardii","Eukaryota;Plants;Land Plants","","","PRJNA221670",0.156585,37.3356,"chloroplast","NC_022462.1/KF156837.1",89,"2013-10-24T00:00:00Z",137
"Camellia ptilophylla","Eukaryota;Plants;Land Plants","","","PRJNA484449",0.157097,37.3005,"chloroplast","NC_038198.1/MG797642.1",90,"2018-08-03T00:00:00Z",133
"Camellia pubicosta","Eukaryota;Plants;Land Plants","","","PRJNA257622",0.157076,37.3023,"chloroplast","NC_024662.1/KJ806277.1",87,"2014-08-06T00:00:00Z",135
"Camellia renshanxiangiae","Eukaryota;Plants;Land Plants","","","PRJNA532142",0.156665,37.3338,"chloroplast","NC_041672.1/MH253889.1",88,"2019-04-10T00:00:00Z",132
"Camellia reticulata","Eukaryota;Plants;Land Plants","","","PRJNA257599",0.156971,37.3082,"chloroplast","NC_024663.1/KJ806278.1",88,"2014-08-06T00:00:00Z",135
"Camellia sasanqua","Eukaryota;Plants;Land Plants","","SAMN09659394","PRJNA532079",0.156544,37.3218,"chloroplast","NC_041473.1/MH782189.1",85,"2019-04-10T00:00:00Z",136
"Camellia sinensis","Eukaryota;Plants;Land Plants","","","PRJNA555910",0.707441,45.7534,"mitochondrion","NC_043914.1/MH376284.1",32,"2019-07-22T00:00:00Z",58
"Camellia sinensis var. sinensis","Eukaryota;Plants;Land Plants","","","PRJNA524157",0.157103,37.3061,"chloroplast","Pltd:NC_020019.1/",87,"2012-12-31T00:00:00Z",134
"Camellia szechuanensis","Eukaryota;Plants;Land Plants","","","PRJNA400420",0.15707,37.3025,"plastid","NC_035651.1/KY406778.1",87,"2017-08-28T00:00:00Z",132
"Camellia taliensis","Eukaryota;Plants;Land Plants","","","PRJNA218132",0.156974,37.3196,"chloroplast","NC_022264.1/KF156839.1",89,"2013-09-12T00:00:00Z",137
"Camellia yunnanensis","Eukaryota;Plants;Land Plants","","","PRJNA221688",0.156592,37.325,"chloroplast","NC_022463.1/KF156838.1",89,"2013-10-24T00:00:00Z",137
"Camelus bactrianus","Eukaryota;Animals;Mammals","","","PRJNA269612",0.016659,41.9233,"mitochondrion","MT:NC_009628.2/",13,"2007-07-03T00:00:00Z",13
"Camelus dromedarius","Eukaryota;Animals;Mammals","Drom800","","PRJNA565028",0.016643,42.0657,"mitochondrion","MT:NC_009849.1/",13,"2007-09-27T00:00:00Z",13
"Camelus ferus","Eukaryota;Animals;Mammals","YT-003-E","","PRJNA605179",0.01668,42.0264,"mitochondrion","MT:NC_009629.2/",13,"2007-07-03T00:00:00Z",13
"Campanula punctata","Eukaryota;Plants;Land Plants","","","PRJNA362421",0.169341,38.8116,"plastid","NC_033337.1/KU198434.1",83,"2017-01-18T00:00:00Z",134
"Campanula takesimana","Eukaryota;Plants;Land Plants","","","PRJNA273195",0.169551,38.8031,"chloroplast","NC_026203.1/KP006497.1",83,"2015-01-21T00:00:00Z",138
"Campanulotes compar","Eukaryota;Animals;Insects","","","PRJNA16411",0.014804,29.8838,"mitochondrion","NC_007884.1/AY968672.1",13,"2006-03-08T00:00:00Z",13
"Campephilus guatemalensis","Eukaryota;Animals;Birds","","","PRJNA298188",0.016856,47.971,"mitochondrion","NC_028020.1/KT443920.1",13,"2015-10-08T00:00:00Z",37
"Campephilus imperialis","Eukaryota;Animals;Birds","","","PRJNA383226",0.016858,48.2323,"mitochondrion","NC_034278.1/KU158198.2",13,"2017-04-17T00:00:00Z",37
"Campodea fragilis","Eukaryota;Animals;Insects","","","PRJNA17255",0.014965,27.444,"mitochondrion","NC_008233.1/DQ529236.1",13,"2006-07-04T00:00:00Z",13
"Campodea lubbocki","Eukaryota;Animals;Insects","","","PRJNA17257",0.014974,25.1903,"mitochondrion","NC_008234.1/DQ529237.1",13,"2006-07-04T00:00:00Z",13
"Camponotus atrox","Eukaryota;Animals;Insects","","","PRJNA313581",0.01654,21.1669,"mitochondrion","NC_029357.1/KT159775.1",13,"2016-03-01T00:00:00Z",37
"Camponotus concavus","Eukaryota;Animals;Insects","","","PRJNA550961",0.016357,22.2535,"mitochondrion","NC_042676.1/MK225553.1",13,"2019-06-25T00:00:00Z",37
"Campostoma anomalum","Eukaryota;Animals;Fishes","","","PRJNA16977",0.016654,45.9649,"mitochondrion","NC_008102.1/DQ536421.1",13,"2006-06-09T00:00:00Z",13
"Camptonotus carolinensis","Eukaryota;Animals;Insects","","","PRJNA298819",0.015211,30.6752,"mitochondrion","NC_028060.1/KM657333.1",13,"2015-10-14T00:00:00Z",37
"Camptotheca acuminata","Eukaryota;Plants;Land Plants","","","PRJNA414849",0.162382,38.0104,"chloroplast","NC_036052.1/KY197962.1",82,"2017-10-18T00:00:00Z",129
"Campylomormyrus compressirostris","Eukaryota;Animals;Fishes","","","PRJNA230068",0.016715,46.551,"mitochondrion","NC_022960.1/HG779437.1",13,"2013-11-22T00:00:00Z",37
"Campylorhynchus brunneicapillus","Eukaryota;Animals;Birds","","","PRJNA313659",0.016786,49.6604,"mitochondrion","NC_029482.1/KU057376.1",13,"2016-03-01T00:00:00Z",37
"Campylorhynchus zonatus","Eukaryota;Animals;Birds","","","PRJNA229012",0.01678,49.4338,"mitochondrion","NC_022840.1/KF509924.1",13,"2013-11-19T00:00:00Z",13
"Campylotropis macrocarpa","Eukaryota;Plants;Land Plants","","","PRJNA557912",0.148814,34.8616,"chloroplast","NC_044100.1/MG867566.1",83,"2019-08-01T00:00:00Z",128
"Campynema lineare","Eukaryota;Plants;Land Plants","","","PRJNA280310",0.156261,36.9222,"chloroplast","NC_026785.1/KP462881.1",84,"2015-04-22T00:00:00Z",133
"Canavalia cathartica","Eukaryota;Plants;Land Plants","","","PRJNA628304",0.158223,34.6005,"plastid","NC_047311.1/MN709790.1",90,"2020-04-26T00:00:00Z",136
"Candida alai","Eukaryota;Fungi;Ascomycetes","","","PRJNA56099",0.030368,20.9365,"mitochondrion","NC_014612.1/HQ267968.1",14,"2010-10-20T00:00:00Z",41
"Candida albicans L757","Eukaryota;Fungi;Ascomycetes","","","PRJNA168404",0.033928,31.7437,"mitochondrion","NC_018046.1/JQ864233.1",14,"2012-06-13T00:00:00Z",40
"Candida albicans SC5314-P0","Eukaryota;Fungi;Ascomycetes","SC5314-P0","SAMN08098130","PRJNA395439",0.040443,32.149,"mitochondrion","MT:CP025166.1",0,"2017-12-13T00:00:00Z",0
"Candida albicans SC5314-GTH12","Eukaryota;Fungi;Ascomycetes","SC5314-GTH12","SAMN08098151","PRJNA395439",0.040418,32.1614,"mitochondrion","MT:CP025183.1",0,"2017-12-12T00:00:00Z",0
"Candida albicans SC5314","Eukaryota;Fungi;Ascomycetes","","","PRJNA30685",0.04042,32.1623,"mitochondrion","NC_002653.1/AF285261.1",13,"2001-01-26T00:00:00Z",47
"Candida blackwelliae AS2.3639","Eukaryota;Fungi;Ascomycetes","","","PRJNA217242",0.032053,24.6092,"mitochondrion","NC_022173.1/KC993199.1",14,"2013-08-27T00:00:00Z",40
"Candida bohioensis NRRL Y-27737","Eukaryota;Fungi;Ascomycetes","","","PRJNA221171",0.069218,21.9206,"mitochondrion","NC_022434.1/KF214631.1",19,"2013-09-24T00:00:00Z",45
"Candida buenavistaensis NRRL Y-27734","Eukaryota;Fungi;Ascomycetes","","","PRJNA217251",0.046389,31.4234,"mitochondrion","NC_022153.1/KC993175.1",14,"2013-08-27T00:00:00Z",40
"Candida chauliodis NRRL Y-27909","Eukaryota;Fungi;Ascomycetes","","","PRJNA217261",0.077153,27.8382,"mitochondrion","NC_022176.1/KF017574.1",19,"2013-08-27T00:00:00Z",45
"Candida corydali NRRL Y-27910","Eukaryota;Fungi;Ascomycetes","","","PRJNA217249",0.046389,26.7542,"mitochondrion","NC_022172.1/KC993198.1",25,"2013-08-27T00:00:00Z",51
"Candida frijolesensis NRRL Y-48060","Eukaryota;Fungi;Ascomycetes","","","PRJNA70069",0.037215,21.5531,"mitochondrion","NC_015814.1/HM594866.1",21,"2011-07-14T00:00:00Z",40
"Candida gigantensis NRRL Y-27736","Eukaryota;Fungi;Ascomycetes","","","PRJNA217265",0.055125,52.127,"mitochondrion","NC_022174.1/KF017572.1",27,"2013-08-27T00:00:00Z",61
"Candida jiufengensis AS2.3688","Eukaryota;Fungi;Ascomycetes","","","PRJNA60335",0.029672,28.3533,"mitochondrion","NC_014693.1/GU136397.1",17,"2010-11-18T00:00:00Z",43
"Candida labiduridarum NRRL Y-27940","Eukaryota;Fungi;Ascomycetes","","","PRJNA217244",0.039443,20.47,"mitochondrion","NC_022170.1/KC993196.1",21,"2013-08-27T00:00:00Z",47
"Candida maltosa CBS5611","Eukaryota;Fungi;Ascomycetes","","","PRJNA46027",0.062949,22.0496,"mitochondrion","NC_013830.1/EU267175.1",15,"2010-02-16T00:00:00Z",43
"Candida metapsilosis MCO448","Eukaryota;Fungi;Ascomycetes","","","PRJNA13794",0.024152,25.0911,"mitochondrion","NC_006971.1/AY962591.1",15,"2005-04-19T00:00:00Z",41
"Candida neerlandica NRRL Y-27057","Eukaryota;Fungi;Ascomycetes","","","PRJNA30925",0.032141,24.3801,"mitochondrion","NC_011133.1/EU334437.1",18,"2008-08-11T00:00:00Z",44
"Candida orthopsilosis MCO456","Eukaryota;Fungi;Ascomycetes","","","PRJNA13793",0.022528,25.0355,"mitochondrion","NC_006972.1/AY962590.1",15,"2005-04-19T00:00:00Z",41
"Candida oxycetoniae AS2.3656","Eukaryota;Fungi;Ascomycetes","","","PRJNA217246",0.062593,25.9326,"mitochondrion","NC_022162.1/KC993187.1",25,"2013-08-27T00:00:00Z",51
"Candida parapsilosis CBS 7157 (SR 23)","Eukaryota;Fungi;Ascomycetes","","","PRJNA12179",0.032745,23.8204,"mitochondrion","NC_005253.2/X74411.6",20,"2003-12-03T00:00:00Z",43
"Candida prachuapensis WB15","Eukaryota;Fungi;Ascomycetes","","","PRJNA221179",0.09084,22.3228,"mitochondrion","NC_022435.1/KF214632.1",18,"2013-09-24T00:00:00Z",44
"Candida pseudojiufengensis AS2.3693","Eukaryota;Fungi;Ascomycetes","","","PRJNA217240",0.033625,27.7829,"mitochondrion","NC_022156.1/KC993179.1",16,"2013-08-27T00:00:00Z",42
"Candida saraburiensis KU-Xs13","Eukaryota;Fungi;Ascomycetes","","","PRJNA217229",0.032135,25.7943,"mitochondrion","NC_022152.1/KC993174.1",18,"2013-08-27T00:00:00Z",45
"Candida sojae CBS 7871","Eukaryota;Fungi;Ascomycetes","","","PRJNA46045",0.039415,29.0981,"mitochondrion","NC_013839.1/EF468347.1",21,"2010-02-16T00:00:00Z",53
"Candida tetrigidarum NRRL Y-48142","Eukaryota;Fungi;Ascomycetes","","","PRJNA217250",0.052426,28.1559,"mitochondrion","NC_022157.1/KC993180.1",15,"2013-08-27T00:00:00Z",42
"Candida theae G-17","Eukaryota;Fungi;Ascomycetes","","","PRJNA217282",0.026234,24.251,"mitochondrion","NC_022169.1/KC993195.1",17,"2013-08-27T00:00:00Z",43
"Candida tropicalis CBS 94","Eukaryota;Fungi;Ascomycetes","","","PRJNA217234",0.05461,36.9529,"mitochondrion","NC_022160.1/KC993185.1",18,"2013-08-27T00:00:00Z",44
"Candida viswanathii CBS4024","Eukaryota;Fungi;Ascomycetes","","","PRJNA45985",0.039242,26.2474,"mitochondrion","NC_013809.1/EF536359.1",17,"2010-02-16T00:00:00Z",45
"[Candida] auris JCM 15448","Eukaryota;Fungi;Ascomycetes","JCM 15448","SAMD00117055","PRJDB6988",0.027071,22.6922,"mitochondrion","MT:AP018713.1",13,"2019-07-10T00:00:00Z",49
"[Candida] bracarensis Y-48270","Eukaryota;Fungi;Ascomycetes","","","PRJNA420705",0.046138,14.0795,"mitochondrion","NC_036380.1/KU920682.1",12,"2017-12-18T00:00:00Z",38
"[Candida] castellii CBS 4332","Eukaryota;Fungi;Ascomycetes","","","PRJNA37805",0.050294,12.5761,"mitochondrion","NC_012620.1/FM995165.1",8,"2009-04-26T00:00:00Z",33
"[Candida] glabrata ATCC 2001","Eukaryota;Fungi;Ascomycetes","CBS 138","","PRJNA12376",0.020063,17.6444,"mitochondrion","MT:NC_004691.1/",11,"2003-04-07T00:00:00Z",37
"[Candida] glabrata DSY562","Eukaryota;Fungi;Ascomycetes","DSY562","SAMN06328411","PRJNA374542",0.020086,17.4749,"mitochondrion","MT:CM008094.1",11,"2017-07-14T00:00:00Z",34
"[Candida] glabrata DSY565","Eukaryota;Fungi;Ascomycetes","DSY565","SAMN06328412","PRJNA374542",0.020086,17.4749,"mitochondrion","MT:CM008107.1",11,"2017-07-14T00:00:00Z",34
"[Candida] intermedia CBS 141442","Eukaryota;Fungi;Ascomycetes","CBS 141442","SAMEA4029010","PRJEB14359",0.021871,27.3056,"mitochondrion","M:LT635763.1",3,"2016-11-25T00:00:00Z",5
"[Candida] intermedia PYCC 4715","Eukaryota;Fungi;Ascomycetes","PYCC 4715","SAMEA4029009","PRJEB14359",0.022057,27.4199,"mitochondrion","M:LT635771.1",3,"2016-11-25T00:00:00Z",5
"[Candida] nivariensis Y-48269","Eukaryota;Fungi;Ascomycetes","","","PRJNA420701",0.028524,17.4099,"mitochondrion","NC_036379.1/KU920681.1",11,"2017-12-18T00:00:00Z",37
"[Candida] norvegica CBS 2874","Eukaryota;Fungi;Ascomycetes","","","PRJNA217236",0.04218,17.5984,"mitochondrion","NC_022175.1/KF017573.1",21,"2013-08-27T00:00:00Z",48
"[Candida] psychrophila NRRL Y-17665","Eukaryota;Fungi;Ascomycetes","","","PRJNA414809",0.038445,26.7577,"mitochondrion","NC_036103.1/MF163266.1",25,"2017-10-18T00:00:00Z",52
"[Candida] sake CBS 159","Eukaryota;Fungi;Ascomycetes","","","PRJNA217248",0.026205,25.7355,"mitochondrion","NC_022168.1/KC993194.1",17,"2013-08-27T00:00:00Z",44
"[Candida] subhashii FR 392","Eukaryota;Fungi;Ascomycetes","","","PRJNA50829",0.029795,52.6699,"mitochondrion","NC_014337.1/GU126492.1",17,"2010-07-27T00:00:00Z",43
"[Candida] vartiovaarae CBS 4289","Eukaryota;Fungi;Ascomycetes","","","PRJNA217241",0.033201,20.918,"mitochondrion","NC_022164.1/KC993190.1",18,"2013-08-27T00:00:00Z",46
"Candidia barbata","Eukaryota;Animals;Fishes","","","PRJNA439124",0.016608,42.8528,"mitochondrion","NC_037156.1/MG650169.1",13,"2018-03-23T00:00:00Z",37
"Candidia pingtungensis","Eukaryota;Animals;Fishes","","","PRJNA304779",0.016612,43.2699,"mitochondrion","NC_028596.1/KT725246.1",13,"2015-12-03T00:00:00Z",37
"Canis latrans","Eukaryota;Animals;Mammals","","","PRJNA16941",0.016724,39.6556,"mitochondrion","NC_008093.1/DQ480509.1",13,"2006-06-07T00:00:00Z",13
"Canis lupaster","Eukaryota;Animals;Mammals","","","PRJNA298015",0.016721,39.7584,"mitochondrion","NC_027956.1/KT378605.1",13,"2015-10-07T00:00:00Z",37
"Canis lupus","Eukaryota;Animals;Mammals","","","PRJNA16939",0.016729,39.6736,"mitochondrion","NC_008092.1/DQ480505.1",13,"2006-06-07T00:00:00Z",13
"Canis lupus chanco","Eukaryota;Animals;Mammals","","","PRJNA28753",0.016774,39.746,"mitochondrion","NC_010340.2/EU442884.2",13,"2008-02-12T00:00:00Z",13
"Canis lupus familiaris","Eukaryota;Animals;Mammals","","","PRJNA12384",0.016727,39.6545,"mitochondrion","MT:NC_002008.4/",13,"1999-08-24T00:00:00Z",13
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Zoey","SAMN04851098","PRJNA318403",0.016756,39.6873,"mitochondrion","MT:CM016608.1",0,"2019-05-30T00:00:00Z",0
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Mischka","SAMN13230619","PRJNA587469",0.016728,39.664,"mitochondrion","MT:CM022001.1",0,"2020-03-10T00:00:00Z",0
"Canis lupus familiaris","Eukaryota;Animals;Mammals","Nala","SAMN12574852","PRJNA560310",0.01672,39.6411,"mitochondrion","MT:CM020940.1",0,"2020-02-05T00:00:00Z",0
"Canis lupus laniger","Eukaryota;Animals;Mammals","","","PRJNA34831",0.016723,39.7178,"mitochondrion","NC_011218.2/FJ032363.2",13,"2008-10-01T00:00:00Z",13
"Canis lupus lupus","Eukaryota;Animals;Mammals","","","PRJNA27997",0.016757,39.6133,"mitochondrion","NC_009686.1/AM711902.1",13,"2007-07-24T00:00:00Z",36
"Cannabis sativa","Eukaryota;Plants;Land Plants","","","PRJNA315284",0.153854,36.6685,"chloroplast","NC_027223.1/KR363961.1",86,"2015-06-18T00:00:00Z",131
"Cannabis sativa","Eukaryota;Plants;Land Plants","","","PRJNA315284",0.153871,36.6703,"chloroplast","KP274871.1",86,"2015-02-16T00:00:00Z",129
"Cannabis sativa","Eukaryota;Plants;Land Plants","","","PRJNA315284",0.415602,45.5741,"mitochondrion","KU310670.1",35,"2016-04-03T00:00:00Z",55
"Cannabis sativa","Eukaryota;Plants;Land Plants","","","PRJNA560384",0.415602,45.5741,"mitochondrion","MT:NC_029855.1/",35,"2016-04-12T00:00:00Z",55
"Cantao ocellatus","Eukaryota;Animals;Insects","","","PRJNA550850",0.015952,25.7146,"mitochondrion","NC_042803.1/MF497713.1",13,"2019-06-25T00:00:00Z",37
"Cantharellus appalachiensis","Eukaryota;Fungi;Basidiomycetes","","","PRJNA479181",0.073562,26.7747,"mitochondrion","NC_037756.1/MG602716.1",41,"2018-07-05T00:00:00Z",68
"Cantharellus cibarius","Eukaryota;Fungi;Basidiomycetes","","","PRJNA190178",0.058656,26.8157,"mitochondrion","NC_020368.1/KC573037.1",33,"2013-02-25T00:00:00Z",61
"Cantharellus lutescens","Eukaryota;Fungi;Basidiomycetes","","","PRJNA479321",0.080736,25.5537,"mitochondrion","NC_037757.1/MG602719.1",49,"2018-07-05T00:00:00Z",77
"Cantherhines pardalis","Eukaryota;Animals;Fishes","","","PRJNA32119",0.016426,45.2636,"mitochondrion","NC_011325.1/AP009184.1",13,"2008-10-03T00:00:00Z",13
"Canthesancus helluo","Eukaryota;Animals;Insects","","","PRJNA479090",0.015743,29.1177,"mitochondrion","NC_037745.1/KY069968.1",13,"2018-07-05T00:00:00Z",37
"Canthidermis maculata","Eukaryota;Animals;Fishes","","","PRJNA33721",0.016524,44.7349,"mitochondrion","NC_011935.1/AP009206.1",13,"2009-01-22T00:00:00Z",13
"Canthigaster coronata","Eukaryota;Animals;Fishes","","","PRJNA30225",0.016446,46.4976,"mitochondrion","NC_010978.1/AP006743.1",13,"2008-06-13T00:00:00Z",13
"Canthigaster jactator","Eukaryota;Animals;Fishes","","","PRJNA65399",0.016513,45.5823,"mitochondrion","NC_015372.1/AP011911.1",13,"2011-04-05T00:00:00Z",12
"Canthigaster rivulata","Eukaryota;Animals;Fishes","","","PRJNA30227",0.016446,45.3788,"mitochondrion","NC_010979.1/AP006744.1",13,"2008-06-13T00:00:00Z",13
"Canthigaster valentini","Eukaryota;Animals;Fishes","","","PRJNA65335",0.016452,46.2436,"mitochondrion","NC_015337.1/AP011912.1",13,"2011-04-05T00:00:00Z",12
"Canthophrys gongota","Eukaryota;Animals;Fishes","","","PRJNA350076",0.016561,43.3066,"mitochondrion","NC_031576.1/AP011289.1",13,"2016-10-21T00:00:00Z",37
"Caperea marginata","Eukaryota;Animals;Mammals","","","PRJNA12185",0.016383,39.5227,"mitochondrion","NC_005269.1/AJ554052.1",13,"2003-12-05T00:00:00Z",13
"Capillipedium venustum","Eukaryota;Plants;Land Plants","","","PRJNA328837",0.138257,38.5102,"chloroplast","NC_030622.1/KU291493.1",83,"2016-07-13T00:00:00Z",129
"Capitulum mitella","Eukaryota;Animals;Other Animals","","","PRJNA18553",0.014915,34.6966,"mitochondrion","NC_008742.1/AY514042.1",13,"2007-01-04T00:00:00Z",13
"Capnia zijinshana","Eukaryota;Animals;Insects","","","PRJNA387881",0.01631,31.5389,"mitochondrion","NC_034661.1/KX094942.1",13,"2017-05-24T00:00:00Z",37
"Capoeta aculeata","Eukaryota;Animals;Fishes","","","PRJNA350041",0.016602,43.6152,"mitochondrion","NC_031549.1/AP011240.1",13,"2016-10-21T00:00:00Z",37
"Capoeta damascina","Eukaryota;Animals;Fishes","","","PRJNA350051",0.016608,44.1835,"mitochondrion","NC_031522.1/AP011183.1",13,"2016-10-21T00:00:00Z",37
"Capparis spinosa var. herbacea","Eukaryota;Plants;Land Plants","","","PRJNA628479",0.159216,35.7087,"chloroplast","NC_047194.1/MK639366.1",73,"2020-04-26T00:00:00Z",127
"Capparis spinosa var. spinosa","Eukaryota;Plants;Land Plants","","","PRJNA628480",0.157796,35.8742,"chloroplast","NC_047193.1/MK639365.1",85,"2020-04-26T00:00:00Z",132
"Capra aegagrus","Eukaryota;Animals;Mammals","","","PRJNA300755",0.016625,39.1278,"mitochondrion","NC_028161.1/KT290893.1",13,"2015-11-01T00:00:00Z",37
"Capra caucasica","Eukaryota;Animals;Mammals","","","PRJNA193914",0.016624,39.2806,"mitochondrion","NC_020683.1/JN632609.1",13,"2013-04-04T00:00:00Z",13
"Capra falconeri","Eukaryota;Animals;Mammals","","","PRJNA194003",0.01664,39.2248,"mitochondrion","NC_020622.1/FJ207525.1",13,"2013-03-25T00:00:00Z",13
"Capra hircus","Eukaryota;Animals;Mammals","","","PRJNA340281",0.016643,39.1276,"mitochondrion","MT:NC_005044.2/",13,"2003-07-26T00:00:00Z",13
"Capra ibex","Eukaryota;Animals;Mammals","","","PRJNA193915",0.016716,39.5729,"mitochondrion","NC_020623.1/FJ207526.1",13,"2013-03-25T00:00:00Z",13
"Capra nubiana","Eukaryota;Animals;Mammals","","","PRJNA193916",0.016705,39.4313,"mitochondrion","NC_020624.1/FJ207527.1",13,"2013-03-25T00:00:00Z",13
"Capra pyrenaica","Eukaryota;Animals;Mammals","","","PRJNA193927",0.016561,39.6353,"mitochondrion","NC_020625.1/FJ207528.1",13,"2013-03-25T00:00:00Z",13
"Capra sibirica","Eukaryota;Animals;Mammals","","","PRJNA193917",0.016583,39.6611,"mitochondrion","NC_020626.1/FJ207529.1",13,"2013-03-25T00:00:00Z",13
"Caprella mutica","Eukaryota;Animals;Other Animals","","","PRJNA52425",0.015427,32.0477,"mitochondrion","NC_014492.1/GU130250.1",13,"2010-09-14T00:00:00Z",13
"Caprella scaura","Eukaryota;Animals;Other Animals","","","PRJNA60323",0.015079,33.5699,"mitochondrion","NC_014687.1/AB539699.1",13,"2010-11-18T00:00:00Z",13
"Capreolus capreolus","Eukaryota;Animals;Mammals","","","PRJNA193951",0.016358,36.5387,"mitochondrion","NC_020684.1/JN632610.1",13,"2013-03-25T00:00:00Z",13
"Capreolus pygargus","Eukaryota;Animals;Mammals","","","PRJNA264552",0.016357,36.5104,"mitochondrion","NC_025271.1/KJ681492.1",13,"2014-10-23T00:00:00Z",13
"Capreolus pygargus tianschanicus","Eukaryota;Animals;Mammals","","","PRJNA487379",0.016357,36.5226,"mitochondrion","NC_039093.1/MF497305.1",13,"2018-08-24T00:00:00Z",37
"Capricornis crispus","Eukaryota;Animals;Mammals","","","PRJNA34565",0.016453,39.7131,"mitochondrion","NC_012096.1/AP003429.1",13,"2009-02-24T00:00:00Z",13
"Capricornis milneedwardsii","Eukaryota;Animals;Mammals","","","PRJNA238123",0.016444,39.7105,"mitochondrion","NC_023457.1/KF856568.1",13,"2014-02-13T00:00:00Z",13
"Capricornis rubidus","Eukaryota;Animals;Mammals","","","PRJNA591507",0.016524,39.6817,"mitochondrion","NC_045205.1/MK303945.1",13,"2019-11-25T00:00:00Z",37
"Capricornis sp. YZ-2016","Eukaryota;Animals;Mammals","","","PRJNA321899",0.016441,39.7543,"mitochondrion","NC_030179.1/KU605671.1",13,"2016-05-19T00:00:00Z",37
"Capricornis sumatraensis","Eukaryota;Animals;Mammals","","","PRJNA193898",0.016441,39.7239,"mitochondrion","NC_020629.1/FJ207534.1",13,"2013-03-25T00:00:00Z",13
"Capricornis swinhoei","Eukaryota;Animals;Mammals","","","PRJNA29507",0.016524,39.9964,"mitochondrion","NC_010640.1/EF558665.1",13,"2008-05-01T00:00:00Z",13
"Caprimulgus indicus","Eukaryota;Animals;Birds","","","PRJNA268601",0.017536,46.1793,"mitochondrion","NC_025773.1/KM272749.1",13,"2014-11-26T00:00:00Z",13
"Capros aper","Eukaryota;Animals;Fishes","","","PRJNA30213",0.015976,43.7782,"mitochondrion","NC_010958.1/AP009159.1",13,"2008-06-13T00:00:00Z",13
"Capsala pricei","Eukaryota;Protists;Other Protists","","","PRJNA628270",0.013851,30.7415,"mitochondrion","NC_047185.1/MN746360.1",12,"2020-04-26T00:00:00Z",36
"Capsella bursa-pastoris JO22","Eukaryota;Plants;Land Plants","","","PRJNA19201",0.15449,36.5545,"chloroplast","NC_009270.1/AP009371.1",85,"2007-04-03T00:00:00Z",130
"Capsella grandiflora","Eukaryota;Plants;Land Plants","","","PRJNA304853",0.154638,36.5447,"chloroplast","NC_028517.1/KR029092.1",85,"2015-12-03T00:00:00Z",130
"Capsella rubella","Eukaryota;Plants;Land Plants","","","PRJNA291894",0.154601,36.5425,"chloroplast","NC_027693.1/KR029093.1",84,"2015-08-04T00:00:00Z",130
"Capsella rubella","Eukaryota;Plants;Land Plants","","","PRJNA550698",0.287405,44.7372,"mitochondrion","NC_042883.1/MH624151.1",32,"2019-06-25T00:00:00Z",57
"Capsicum annuum","Eukaryota;Plants;Land Plants","","","PRJNA319678",0.156781,37.7252,"chloroplast","Pltd:NC_018552.1/",86,"2012-09-14T00:00:00Z",135
"Capsicum annuum","Eukaryota;Plants;Land Plants","","","PRJNA319678",0.51153,44.5247,"mitochondrion","MT:NC_024624.1/",193,"2014-09-03T00:00:00Z",221
"Capsicum baccatum var. baccatum","Eukaryota;Plants;Land Plants","","SAMN07947775","PRJNA504258",0.157053,37.6675,"chloroplast","NC_039693.1/",86,"2018-11-09T00:00:00Z",131
"Capsicum baccatum var. pendulum","Eukaryota;Plants;Land Plants","","SAMN07947776","PRJNA504137",0.157144,37.6572,"chloroplast","NC_039692.1/",86,"2018-11-09T00:00:00Z",131
"Capsicum baccatum var. praetermissum","Eukaryota;Plants;Land Plants","","SAMN07947777","PRJNA504054",0.157056,37.6636,"chloroplast","NC_039695.1/",86,"2018-11-09T00:00:00Z",131
"Capsicum chacoense","Eukaryota;Plants;Land Plants","","","PRJNA368856",0.156995,37.6757,"chloroplast","NC_033525.1/KX913218.1",87,"2017-01-26T00:00:00Z",132
"Capsicum chinense","Eukaryota;Plants;Land Plants","","","PRJNA328828",0.156807,37.7279,"chloroplast","NC_030543.1/KU041709.1",86,"2016-07-13T00:00:00Z",134
"Capsicum eximium","Eukaryota;Plants;Land Plants","","","PRJNA368901",0.156947,37.7229,"chloroplast","NC_033527.1/KX913220.1",87,"2017-01-26T00:00:00Z",132
